,0
12079,26132
12080,32293
12081,30872
12082,46741
12083,17471
12084,12856
12085,17213
12086,22185
12087,12568
12088,33637
12089,46842
12090,24948
12091,46102
12092,47642
12093,4462
12094,4293
12095,5750
12096,46223
12097,7814
12098,30373
12099,8428
12100,18210
12101,10336
12102,42853
12103,32363
12104,36731
12105,27136
12106,35424
12107,15124
12108,12294
12109,33889
12110,10616
12111,45940
12112,6302
12113,6703
12114,18804
12115,29898
12116,5638
12117,13039
12118,11631
12119,36693
12120,36693
12121,8607
12122,3844
12123,45187
12124,16864
12125,55171
12126,38301
12127,34634
12128,21954
12129,15733
12130,54950
12131,25502
12132,21039
12133,15896
12134,19122
12135,50322
12136,17486
12137,25601
12138,40729
12139,16304
12140,6877
12141,4287
12142,21292
12143,24842
12144,23645
12145,9409
12146,25746
12147,10087
12148,18755
12149,56570
12150,30807
12151,21641
12152,11452
12153,47689
12154,22962
12155,22962
12156,18687
12157,9315
12158,10322
12159,16678
12160,24117
12161,3068
12162,17725
12163,44356
12164,44546
12165,27821
12166,49508
12167,22822
12168,45573
12169,30559
12170,18965
12171,35420
12172,36448
12173,16232
12174,38736
12175,29320
12176,50524
12177,37490
12178,46231
12179,37181
12180,21024
12181,26833
12182,29986
12183,33844
12184,29626
12185,19182
12186,10269
12187,13661
12188,41267
12189,22661
12190,15606
12191,34092
12192,25281
12193,2990
12194,19930
12195,13864
12196,25244
12197,10902
12198,19930
12199,13001
12200,50282
12201,9738
12202,43892
12203,35849
12204,22870
12205,60690
12206,11210
12207,28616
12208,20800
12209,43275
12210,17406
12211,17406
12212,23823
12213,33294
12214,48637
12215,36228
12216,57109
12217,15093
12218,55458
12219,8089
12220,38322
12221,19447
12222,9995
12223,7852
12224,16696
12225,4964
12226,34244
12227,37499
12228,31082
12229,9787
12230,20683
12231,25025
12232,57378
12233,15983
12234,69197
12235,56958
12236,59295
12237,9513
12238,14087
12239,8862
12240,1258
12241,17307
12242,23404
12243,4891
12244,21304
12245,16982
12246,34147
12247,26124
12248,40259
12249,20916
12250,36692
12251,45511
12252,43339
12253,26570
12254,13836
12255,8587
12256,16543
12257,40951
12258,34191
12259,26017
12260,39394
12261,22781
12262,25588
12263,14875
12264,34072
12265,44256
12266,7465
12267,59186
12268,18073
12269,31297
12270,34267
12271,21981
12272,6251
12273,41997
12274,24288
12275,13752
12276,34503
12277,6572
12278,18074
12279,22481
12280,68114
12281,34597
12282,33618
12283,6084
12284,37050
12285,28630
12286,22156
12287,38414
12288,18715
12289,5273
12290,9983
12291,14125
12292,21767
12293,6050
12294,5828
12295,7287
12296,18868
12297,42846
12298,42846
12299,32758
12300,19198
12301,49025
12302,11424
12303,29610
12304,9047
12305,10422
12306,18915
12307,22210
12308,33237
12309,46023
12310,52530
12311,13376
12312,16076
12313,31011
12314,9040
12315,37540
12316,28035
12317,22660
12318,33740
12319,18051
12320,26075
12321,10076
12322,28225
12323,29227
12324,36711
12325,8527
12326,32346
12327,14222
12328,46544
12329,10932
12330,35955
12331,38785
12332,35870
12333,13183
12334,8040
12335,33298
12336,29716
12337,17129
12338,18801
12339,40296
12340,36941
12341,47742
12342,23848
12343,9204
12344,17508
12345,17815
12346,26233
12347,14958
12348,39269
12349,30908
12350,35302
12351,27564
12352,22488
12353,47488
12354,37297
12355,35799
12356,36404
12357,9378
12358,17807
12359,22142
12360,16752
12361,8483
12362,78302
12363,32399
12364,31215
12365,18839
12366,12671
12367,35248
12368,19727
12369,8814
12370,8305
12371,22032
12372,16681
12373,27980
12374,28160
12375,16329
12376,13681
12377,14446
12378,51980
12379,49999
12380,17292
12381,7571
12382,47546
12383,25745
12384,13686
12385,47368
12386,23074
12387,27527
12388,12261
12389,17047
12390,34879
12391,22494
12392,29976
12393,45950
12394,21034
12395,24991
12396,30602
12397,8847
12398,36072
12399,11297
12400,6877
12401,19464
12402,9383
12403,33523
12404,17899
12405,28025
12406,3678
12407,50505
12408,35937
12409,19405
12410,30536
12411,17862
12412,28506
12413,15316
12414,33856
12415,32293
12416,21942
12417,44166
12418,15618
12419,28787
12420,18021
12421,11174
12422,11174
12423,9963
12424,48385
12425,6308
12426,26523
12427,14599
12428,14599
12429,43562
12430,6891
12431,43877
12432,34249
12433,21560
12434,49927
12435,34423
12436,17997
12437,34140
12438,9029
12439,14067
12440,6422
12441,25206
12442,15689
12443,31129
12444,36940
12445,8987
12446,22889
12447,50752
12448,35682
12449,25063
12450,19096
12451,17262
12452,24822
12453,19209
12454,19470
12455,43636
12456,33457
12457,46718
12458,9315
12459,20449
12460,12203
12461,4040
12462,40251
12463,7145
12464,57376
12465,49738
12466,15036
12467,15036
12468,7796
12469,10315
12470,21532
12471,43645
12472,49920
12473,4434
12474,25490
12475,26127
12476,41882
12477,13557
12478,13557
12479,37241
12480,21869
12481,17505
12482,52380
12483,24612
12484,22993
12485,17878
12486,7886
12487,22048
12488,30120
12489,30898
12490,49137
12491,43452
12492,16710
12493,24262
12494,40703
12495,21296
12496,15003
12497,10075
12498,36195
12499,16412
12500,37027
12501,7986
12502,18996
12503,8137
12504,14517
12505,25590
12506,15426
12507,15426
12508,17196
12509,19641
12510,27070
12511,17577
12512,40997
12513,13368
12514,8651
12515,23158
12516,28016
12517,15906
12518,36766
12519,10287
12520,15053
12521,32521
12522,20953
12523,22208
12524,22208
12525,49098
12526,28325
12527,7525
12528,35052
12529,13581
12530,17633
12531,10075
12532,41345
12533,20099
12534,12321
12535,32632
12536,46355
12537,16069
12538,33540
12539,34954
12540,47483
12541,39880
12542,22017
12543,16039
12544,25575
12545,8760
12546,22742
12547,21278
12548,7007
12549,40295
12550,17783
12551,10219
12552,27911
12553,32759
12554,19613
12555,46549
12556,22367
12557,36607
12558,41577
12559,29687
12560,11843
12561,41642
12562,26504
12563,24370
12564,31254
12565,46552
12566,28977
12567,14279
12568,23839
12569,43888
12570,20787
12571,32594
12572,8339
12573,9702
12574,19039
12575,34601
12576,11372
12577,6263
12578,6543
12579,8529
12580,25981
12581,47292
12582,59649
12583,19690
12584,24330
12585,6422
12586,39474
12587,30271
12588,10896
12589,46580
12590,6427
12591,19859
12592,37583
12593,26315
12594,33081
12595,34945
12596,10844
12597,44401
12598,14671
12599,46259
12600,51892
12601,38211
12602,10477
12603,12195
12604,12170
12605,35088
12606,10504
12607,46196
12608,36085
12609,19805
12610,18102
12611,17468
12612,43818
12613,50158
12614,2951
12615,22828
12616,17697
12617,16521
12618,48455
12619,26195
12620,8750
12621,5989
12622,31350
12623,2947
12624,33468
12625,19119
12626,31545
12627,27212
12628,21312
12629,32629
12630,4310
12631,5085
12632,7251
12633,6990
12634,31090
12635,16618
12636,4408
12637,37355
12638,15471
12639,20500
12640,29054
12641,16341
12642,20777
12643,44796
12644,24622
12645,35134
12646,14781
12647,22369
12648,18742
12649,42170
12650,27727
12651,20787
12652,30009
12653,8023
12654,29281
12655,18954
12656,11082
12657,5885
12658,18499
12659,19121
12660,22842
12661,21572
12662,16978
12663,40715
12664,34591
12665,30238
12666,19594
12667,11661
12668,18644
12669,20998
12670,6306
12671,17480
12672,36862
12673,23249
12674,25854
12675,26774
12676,33547
12677,5956
12678,43619
12679,4187
12680,22770
12681,11534
12682,47460
12683,18723
12684,22387
12685,30536
12686,48763
12687,41408
12688,21864
12689,38320
12690,59270
12691,36275
12692,43864
12693,32644
12694,7170
12695,35364
12696,45103
12697,12321
12698,5524
12699,39889
12700,13966
12701,44335
12702,32508
12703,24222
12704,9252
12705,11284
12706,4851
12707,12811
12708,18104
12709,24995
12710,23340
12711,21535
12712,17806
12713,34466
12714,69440
12715,50132
12716,32222
12717,22951
12718,21535
12719,30583
12720,30879
12721,33764
12722,9776
12723,34463
12724,42360
12725,32635
12726,12132
12727,67706
12728,22559
12729,23668
12730,38236
12731,9264
12732,33772
12733,15111
12734,4759
12735,33476
12736,49791
12737,13013
12738,28811
12739,2717
12740,14189
12741,42576
12742,34963
12743,36332
12744,8637
12745,3809
12746,22437
12747,38299
12748,21357
12749,32163
12750,29043
12751,40344
12752,34051
12753,26364
12754,15993
12755,23263
12756,13181
12757,75312
12758,19415
12759,8933
12760,34310
12761,24826
12762,33930
12763,28533
12764,22977
12765,41839
12766,46347
12767,11676
12768,30363
12769,44562
12770,16496
12771,4849
12772,22240
12773,14249
12774,24998
12775,45073
12776,20149
12777,8479
12778,13992
12779,20027
12780,22445
12781,26076
12782,18692
12783,40443
12784,17756
12785,38401
12786,27764
12787,48595
12788,31724
12789,9033
12790,17863
12791,8966
12792,20013
12793,6037
12794,10224
12795,15815
12796,31163
12797,9657
12798,20557
12799,24961
12800,21895
12801,13490
12802,11575
12803,20446
12804,19883
12805,35350
12806,37999
12807,32459
12808,33966
12809,30018
12810,41273
12811,19097
12812,12976
12813,46816
12814,35965
12815,32130
12816,5070
12817,16871
12818,7632
12819,8454
12820,12997
12821,18486
12822,15644
12823,23512
12824,16697
12825,31130
12826,31923
12827,41796
12828,47642
12829,10082
12830,39316
12831,9577
12832,23380
12833,27314
12834,13359
12835,13235
12836,17895
12837,19607
12838,26528
12839,13520
12840,23874
12841,50692
12842,59655
12843,15515
12844,30116
12845,7876
12846,31442
12847,23837
12848,16771
12849,44275
12850,26810
12851,31969
12852,8757
12853,17461
12854,11829
12855,47796
12856,35548
12857,8460
12858,33644
12859,18164
12860,22328
12861,37057
12862,32681
12863,20047
12864,4338
12865,36697
12866,36293
12867,32734
12868,28841
12869,18699
12870,34764
12871,39780
12872,39454
12873,21259
12874,16281
12875,15916
12876,16044
12877,49768
12878,56331
12879,14649
12880,12697
12881,34127
12882,16987
12883,37701
12884,26669
12885,6475
12886,31006
12887,33629
12888,42726
12889,42040
12890,43580
12891,12692
12892,15795
12893,7191
12894,46758
12895,9554
12896,46049
12897,29716
12898,17955
12899,12652
12900,12208
12901,46523
12902,34209
12903,14803
12904,9160
12905,30371
12906,3057
12907,20065
12908,21680
12909,61409
12910,21834
12911,21751
12912,30293
12913,17658
12914,12861
12915,18850
12916,50220
12917,37613
12918,40849
12919,24533
12920,35572
12921,35572
12922,43542
12923,15433
12924,20316
12925,19854
12926,20896
12927,54879
12928,19591
12929,9487
12930,34424
12931,4886
12932,53411
12933,23197
12934,35356
12935,47770
12936,35266
12937,16234
12938,16412
12939,31098
12940,34172
12941,33274
12942,2386
12943,29795
12944,27471
12945,20363
12946,19705
12947,29661
12948,29239
12949,55818
12950,39845
12951,47100
12952,21020
12953,41648
12954,62450
12955,26066
12956,39386
12957,17496
12958,14735
12959,18542
12960,16573
12961,18586
12962,17050
12963,21183
12964,21048
12965,33722
12966,16949
12967,10130
12968,31156
12969,10240
12970,17724
12971,20843
12972,19055
12973,8014
12974,30998
12975,31620
12976,9909
12977,15317
12978,29325
12979,22897
12980,16042
12981,29245
12982,16546
12983,42639
12984,43783
12985,34390
12986,26115
12987,17411
12988,31165
12989,14965
12990,34707
12991,46212
12992,14328
12993,10555
12994,8680
12995,14116
12996,7823
12997,26517
12998,7115
12999,33355
13000,42430
13001,15704
13002,12817
13003,28753
13004,27985
13005,22800
13006,9244
13007,73770
13008,11535
13009,11535
13010,42710
13011,60706
13012,31314
13013,29638
13014,19531
13015,33348
13016,15408
13017,19320
13018,29053
13019,32157
13020,20547
13021,21361
13022,19152
13023,36655
13024,42916
13025,17249
13026,25857
13027,23567
13028,15913
13029,34985
13030,25376
13031,52141
13032,16667
13033,20472
13034,15459
13035,40042
13036,28588
13037,52176
13038,56591
13039,64569
13040,32319
13041,29361
13042,12127
13043,44100
13044,44100
13045,45636
13046,15878
13047,22981
13048,41576
13049,26145
13050,4404
13051,40300
13052,39033
13053,18238
13054,29894
13055,21193
13056,30331
13057,16821
13058,36235
13059,44847
13060,2641
13061,25359
13062,20851
13063,17262
13064,7363
13065,21628
13066,18919
13067,35229
13068,13344
13069,16852
13070,35736
13071,28737
13072,44075
13073,42004
13074,29005
13075,15465
13076,28374
13077,46307
13078,57385
13079,16574
13080,23523
13081,32538
13082,9195
13083,47365
13084,35483
13085,10542
13086,36399
13087,34641
13088,26129
13089,8002
13090,22143
13091,11399
13092,11174
13093,9013
13094,75577
13095,41475
13096,15201
13097,29235
13098,9615
13099,25479
13100,37240
13101,15502
13102,9829
13103,18159
13104,25977
13105,29704
13106,13747
13107,16815
13108,7623
13109,49666
13110,33186
13111,46777
13112,46777
13113,29370
13114,22145
13115,31071
13116,5428
13117,36735
13118,26801
13119,42897
13120,36141
13121,9916
13122,9833
13123,43640
13124,56255
13125,22607
13126,33711
13127,9536
13128,36285
13129,5435
13130,34596
13131,31040
13132,7930
13133,14055
13134,32013
13135,24739
13136,3803
13137,27665
13138,22325
13139,41457
13140,50510
13141,9980
13142,27963
13143,38427
13144,16820
13145,15745
13146,16018
13147,33390
13148,16104
13149,22810
13150,11488
13151,47883
13152,41557
13153,9254
13154,7302
13155,34344
13156,22095
13157,10730
13158,29751
13159,7557
13160,109877
13161,9188
13162,17048
13163,6262
13164,2414
13165,18093
13166,32571
13167,28284
13168,5771
13169,31641
13170,11059
13171,20078
13172,24241
13173,19698
13174,31798
13175,14050
13176,7345
13177,32589
13178,15723
13179,18641
13180,33610
13181,12248
13182,6883
13183,14038
13184,46434
13185,21395
13186,69804
13187,17960
13188,37696
13189,17731
13190,21451
13191,6869
13192,9233
13193,51408
13194,24346
13195,20281
13196,50373
13197,11535
13198,25236
13199,34883
13200,15600
13201,8447
13202,46329
13203,8096
13204,38460
13205,23188
13206,19205
13207,33614
13208,12874
13209,10709
13210,69846
13211,47843
13212,37546
13213,34618
13214,42268
13215,24148
13216,31862
13217,8255
13218,16628
13219,60962
13220,19612
13221,9892
13222,19219
13223,25165
13224,21814
13225,73428
13226,34154
13227,29891
13228,26479
13229,32966
13230,32473
13231,41332
13232,9865
13233,26764
13234,31365
13235,27215
13236,9756
13237,20822
13238,42749
13239,15965
13240,34926
13241,6062
13242,28420
13243,56426
13244,11798
13245,21741
13246,12898
13247,33552
13248,38678
13249,10978
13250,19003
13251,17927
13252,16471
13253,31143
13254,37442
13255,33754
13256,41274
13257,18828
13258,35908
13259,34393
13260,14603
13261,14051
13262,25134
13263,10547
13264,15547
13265,21135
13266,44199
13267,21366
13268,20456
13269,23227
13270,4673
13271,19293
13272,19293
13273,39839
13274,4388
13275,10225
13276,17700
13277,11956
13278,17444
13279,32809
13280,32116
13281,32913
13282,47045
13283,2767
13284,16035
13285,5941
13286,17533
13287,33923
13288,7330
13289,49163
13290,39369
13291,34000
13292,31194
13293,12831
13294,15199
13295,20100
13296,31980
13297,8783
13298,29414
13299,31886
13300,16344
13301,19661
13302,19541
13303,29391
13304,42717
13305,4912
13306,52531
13307,20512
13308,29239
13309,74027
13310,34932
13311,5479
13312,4504
13313,34670
13314,51482
13315,43780
13316,17439
13317,5620
13318,4475
13319,8991
13320,35854
13321,11227
13322,12690
13323,12860
13324,38323
13325,36977
13326,24709
13327,16211
13328,12362
13329,52526
13330,16892
13331,38622
13332,4964
13333,6719
13334,46123
13335,24650
13336,28181
13337,109785
13338,60891
13339,22215
13340,17738
13341,8154
13342,16762
13343,12972
13344,6011
13345,24237
13346,32586
13347,8694
13348,5795
13349,15744
13350,28122
13351,24175
13352,8317
13353,10399
13354,33353
13355,12239
13356,27347
13357,28645
13358,27458
13359,18886
13360,34219
13361,16871
13362,8426
13363,21666
13364,5220
13365,35316
13366,16243
13367,5087
13368,6888
13369,20821
13370,9208
13371,69294
13372,16286
13373,11591
13374,16683
13375,26735
13376,10275
13377,44921
13378,25670
13379,7094
13380,31263
13381,4987
13382,9219
13383,51683
13384,24670
13385,27148
13386,51833
13387,51833
13388,15245
13389,33066
13390,35414
13391,49324
13392,16647
13393,15519
13394,16257
13395,12971
13396,15552
13397,15605
13398,6289
13399,9094
13400,38475
13401,9626
13402,22980
13403,21914
13404,31798
13405,7127
13406,36120
13407,15906
13408,21661
13409,22489
13410,30518
13411,32727
13412,4117
13413,13653
13414,65394
13415,45952
13416,52281
13417,17303
13418,12980
13419,14459
13420,19793
13421,15315
13422,22041
13423,20471
13424,21307
13425,34396
13426,19849
13427,39534
13428,34237
13429,28353
13430,21814
13431,15769
13432,36914
13433,6586
13434,26016
13435,34112
13436,19724
13437,13889
13438,26155
13439,51075
13440,23995
13441,24806
13442,22124
13443,24543
13444,9608
13445,15185
13446,16611
13447,9616
13448,31025
13449,11684
13450,22199
13451,32871
13452,30459
13453,18467
13454,23149
13455,9230
13456,4410
13457,5906
13458,20023
13459,20452
13460,7550
13461,7843
13462,46676
13463,19943
13464,34997
13465,6580
13466,4932
13467,40497
13468,7211
13469,19523
13470,15464
13471,49283
13472,16380
13473,21606
13474,18157
13475,15968
13476,32538
13477,13646
13478,7592
13479,26492
13480,44765
13481,13396
13482,42964
13483,36164
13484,19881
13485,39071
13486,31608
13487,12609
13488,31673
13489,33145
13490,34186
13491,34536
13492,21051
13493,9968
13494,21638
13495,16839
13496,7600
13497,43892
13498,17626
13499,17155
13500,34331
13501,15885
13502,16397
13503,29183
13504,17698
13505,34927
13506,32683
13507,13591
13508,28626
13509,36641
13510,39547
13511,32390
13512,22692
13513,2339
13514,12043
13515,16869
13516,21644
13517,10685
13518,21827
13519,9850
13520,38972
13521,26402
13522,4457
13523,40104
13524,7668
13525,10562
13526,6391
13527,33954
13528,22377
13529,39986
13530,48892
13531,14374
13532,10633
13533,15854
13534,32107
13535,3847
13536,33361
13537,17677
13538,14035
13539,49353
13540,7895
13541,24954
13542,33252
13543,22216
13544,25711
13545,9259
13546,8675
13547,37046
13548,6460
13549,23558
13550,19626
13551,32376
13552,69313
13553,44348
13554,6937
13555,17555
13556,7829
13557,7145
13558,14271
13559,36372
13560,8578
13561,11750
13562,4840
13563,25957
13564,37569
13565,36446
13566,9775
13567,6458
13568,9679
13569,23717
13570,4508
13571,4956
13572,22135
13573,21133
13574,32655
13575,19614
13576,43225
13577,52344
13578,32693
13579,3964
13580,15389
13581,22586
13582,35565
13583,23498
13584,24053
13585,29499
13586,20927
13587,3848
13588,26930
13589,35722
13590,18923
13591,51873
13592,13695
13593,7520
13594,27407
13595,9242
13596,36330
13597,16741
13598,43644
13599,59183
13600,27207
13601,15139
13602,27028
13603,69545
13604,42739
13605,28254
13606,5353
13607,17238
13608,22870
13609,24952
13610,18458
13611,7915
13612,18915
13613,29264
13614,13445
13615,19219
13616,13254
13617,31631
13618,46197
13619,25677
13620,46177
13621,21994
13622,15217
13623,35121
13624,14927
13625,16295
13626,27745
13627,28674
13628,10364
13629,34779
13630,12403
13631,19995
13632,18029
13633,34440
13634,47602
13635,28969
13636,3697
13637,20365
13638,31975
13639,32279
13640,31998
13641,33430
13642,30498
13643,16042
13644,11000
13645,10492
13646,13467
13647,40375
13648,42894
13649,19560
13650,9886
13651,33407
13652,12178
13653,29796
13654,36983
13655,28527
13656,29602
13657,38118
13658,48739
13659,39967
13660,7654
13661,9277
13662,16634
13663,18974
13664,15828
13665,34383
13666,43698
13667,9500
13668,43745
13669,11024
13670,30508
13671,34723
13672,41057
13673,19531
13674,36060
13675,34527
13676,21338
13677,14186
13678,19952
13679,19110
13680,39804
13681,6233
13682,14983
13683,28817
13684,34743
13685,27048
13686,6418
13687,9584
13688,34349
13689,47383
13690,23960
13691,8002
13692,19073
13693,48903
13694,42852
13695,69247
13696,10448
13697,21590
13698,6546
13699,28805
13700,22380
13701,48450
13702,35980
13703,42377
13704,43798
13705,20813
13706,20813
13707,24557
13708,3490
13709,13249
13710,48495
13711,27111
13712,34980
13713,41116
13714,33002
13715,38948
13716,20468
13717,20468
13718,72047
13719,48287
13720,33936
13721,3608
13722,50733
13723,18072
13724,46099
13725,11544
13726,16078
13727,47061
13728,16449
13729,24673
13730,25284
13731,8978
13732,8255
13733,40334
13734,33574
13735,26106
13736,22820
13737,12394
13738,16907
13739,18493
13740,5196
13741,3235
13742,50556
13743,48666
13744,44897
13745,56693
13746,5989
13747,16559
13748,16559
13749,38264
13750,32834
13751,44281
13752,25323
13753,25104
13754,26504
13755,35724
13756,32519
13757,25871
13758,67453
13759,17311
13760,9713
13761,4603
13762,18655
13763,14377
13764,17323
13765,10253
13766,31040
13767,23904
13768,44452
13769,45176
13770,50430
13771,52539
13772,45953
13773,29777
13774,15336
13775,5847
13776,7439
13777,33111
13778,13575
13779,31407
13780,26990
13781,26990
13782,33014
13783,46888
13784,41277
13785,22891
13786,68602
13787,24947
13788,27475
13789,44560
13790,71372
13791,10003
13792,32321
13793,21772
13794,8951
13795,25955
13796,15153
13797,50589
13798,25438
13799,23825
13800,33223
13801,16681
13802,21807
13803,7969
13804,70285
13805,30583
13806,41652
13807,20066
13808,23808
13809,47236
13810,23695
13811,25222
13812,15095
13813,24798
13814,44670
13815,57390
13816,32093
13817,17998
13818,13380
13819,19159
13820,16398
13821,13280
13822,5142
13823,5142
13824,21504
13825,34109
13826,44961
13827,71508
13828,36654
13829,19285
13830,45548
13831,34610
13832,22739
13833,4726
13834,17525
13835,21133
13836,33573
13837,39004
13838,67261
13839,33781
13840,8194
13841,35280
13842,22230
13843,10624
13844,39629
13845,39629
13846,1708
13847,19037
13848,9146
13849,15028
13850,60047
13851,24242
13852,16221
13853,15081
13854,17357
13855,7162
13856,39654
13857,44802
13858,26495
13859,31353
13860,14040
13861,22188
13862,21514
13863,52370
13864,23280
13865,17223
13866,12706
13867,24998
13868,25643
13869,37329
13870,50367
13871,17714
13872,25569
13873,22593
13874,6147
13875,8117
13876,29223
13877,32399
13878,40011
13879,5431
13880,46909
13881,37411
13882,15693
13883,18989
13884,46111
13885,36460
13886,21221
13887,10224
13888,30256
13889,28623
13890,24343
13891,33539
13892,29925
13893,36743
13894,33825
13895,40589
13896,48540
13897,9533
13898,19825
13899,45768
13900,39158
13901,21220
13902,19033
13903,29608
13904,6481
13905,22416
13906,9321
13907,39080
13908,18949
13909,12315
13910,55493
13911,31965
13912,44826
13913,30634
13914,28308
13915,55103
13916,34899
13917,9710
13918,45521
13919,16089
13920,4604
13921,20109
13922,9410
13923,28761
13924,5168
13925,31354
13926,44838
13927,21008
13928,46587
13929,41916
13930,21677
13931,16110
13932,8041
13933,12967
13934,6178
13935,14211
13936,34423
13937,33942
13938,33762
13939,13437
13940,41196
13941,34270
13942,39386
13943,9695
13944,47272
13945,18348
13946,36650
13947,13069
13948,18884
13949,33657
13950,33042
13951,50056
13952,9756
13953,47147
13954,27194
13955,25686
13956,39793
13957,19223
13958,32973
13959,5789
13960,40837
13961,25082
13962,35741
13963,33628
13964,42679
13965,33759
13966,39512
13967,32595
13968,6244
13969,2630
13970,33404
13971,22127
13972,28204
13973,10022
13974,71757
13975,5242
13976,34093
13977,24746
13978,12803
13979,35030
13980,14636
13981,7003
13982,46614
13983,28645
13984,30863
13985,14368
13986,46045
13987,26810
13988,15838
13989,27263
13990,8714
13991,33876
13992,18330
13993,34647
13994,11288
13995,47016
13996,41446
13997,32674
13998,47081
13999,5918
14000,32712
14001,24850
14002,43563
14003,35279
14004,33779
14005,4505
14006,11490
14007,27721
14008,35018
14009,7878
14010,18203
14011,31105
14012,22009
14013,5628
14014,35549
14015,28486
14016,4460
14017,8694
14018,17649
14019,9402
14020,32844
14021,20662
14022,34701
14023,18622
14024,27627
14025,45726
14026,14831
14027,13719
14028,17517
14029,47944
14030,32248
14031,12102
14032,30001
14033,18468
14034,10563
14035,30037
14036,6833
14037,19344
14038,5310
14039,9373
14040,43905
14041,31937
14042,7896
14043,21308
14044,5769
14045,37142
14046,30693
14047,5567
14048,33404
14049,34256
14050,40530
14051,41896
14052,17165
14053,72016
14054,21817
14055,19971
14056,18473
14057,34022
14058,17397
14059,17473
14060,32745
14061,9492
14062,7777
14063,47220
14064,25598
14065,30732
14066,5719
14067,28471
14068,21406
14069,59285
14070,15361
14071,11070
14072,17678
14073,22157
14074,8415
14075,8129
14076,11688
14077,8084
14078,21977
14079,28307
14080,19954
14081,19207
14082,103537
14083,28184
14084,41483
14085,29249
14086,38283
14087,20730
14088,9162
14089,31501
14090,26837
14091,46260
14092,43718
14093,44419
14094,31030
14095,23078
14096,32247
14097,30651
14098,46225
14099,18195
14100,16907
14101,4295
14102,25891
14103,21288
14104,15365
14105,5989
14106,26314
14107,16903
14108,12454
14109,34266
14110,19568
14111,10835
14112,34702
14113,45902
14114,25958
14115,35954
14116,31693
14117,67402
14118,5906
14119,12357
14120,23183
14121,28241
14122,32067
14123,22174
14124,17509
14125,10410
14126,46969
14127,11209
14128,32690
14129,27132
14130,17177
14131,18341
14132,19644
14133,6078
14134,41408
14135,40599
14136,23358
14137,36200
14138,46826
14139,35151
14140,13612
14141,22188
14142,34474
14143,6714
14144,16879
14145,26525
14146,39640
14147,8455
14148,21697
14149,10102
14150,17019
14151,8342
14152,55001
14153,26341
14154,40037
14155,34971
14156,33052
14157,25465
14158,3868
14159,16812
14160,32092
14161,34442
14162,27752
14163,4403
14164,19639
14165,28534
14166,22590
14167,71398
14168,35033
14169,42945
14170,54149
14171,24976
14172,31244
14173,31727
14174,18824
14175,17146
14176,44929
14177,19124
14178,18150
14179,35321
14180,29418
14181,26349
14182,14903
14183,9858
14184,4528
14185,8132
14186,20536
14187,25147
14188,19184
14189,24292
14190,4567
14191,33039
14192,28933
14193,28832
14194,37132
14195,34498
14196,19093
14197,47754
14198,24355
14199,29585
14200,9750
14201,69496
14202,25663
14203,21562
14204,4012
14205,35452
14206,30906
14207,22328
14208,39310
14209,27442
14210,6902
14211,40128
14212,17359
14213,13667
14214,16806
14215,17322
14216,54824
14217,12973
14218,13656
14219,32386
14220,4991
14221,12941
14222,33501
14223,43198
14224,33330
14225,5140
14226,18927
14227,20320
14228,15145
14229,30620
14230,58982
14231,9295
14232,19052
14233,11069
14234,22217
14235,8014
14236,37279
14237,20681
14238,8063
14239,19055
14240,6631
14241,26849
14242,24370
14243,27509
14244,15919
14245,9565
14246,16705
14247,12956
14248,40212
14249,4922
14250,42186
14251,7055
14252,30958
14253,46587
14254,40232
14255,9426
14256,50832
14257,39797
14258,12993
14259,49044
14260,28136
14261,36795
14262,5013
14263,17876
14264,33713
14265,11897
14266,23135
14267,3547
14268,16137
14269,38754
14270,32357
14271,10803
14272,34785
14273,5306
14274,30261
14275,24980
14276,10557
14277,20599
14278,6251
14279,36334
14280,8658
14281,16750
14282,23211
14283,16987
14284,19560
14285,38233
14286,39976
14287,5208
14288,43946
14289,19636
14290,40966
14291,71620
14292,34090
14293,23523
14294,5795
14295,10113
14296,24636
14297,10652
14298,22431
14299,43696
14300,34247
14301,7677
14302,25781
14303,10678
14304,23108
14305,15264
14306,19320
14307,36761
14308,5782
14309,5782
14310,5434
14311,33422
14312,19471
14313,26079
14314,22447
14315,23394
14316,48875
14317,15768
14318,17754
14319,4154
14320,18357
14321,6264
14322,37213
14323,29100
14324,37638
14325,26940
14326,20270
14327,34777
14328,4319
14329,34709
14330,14992
14331,3482
14332,35988
14333,28470
14334,19525
14335,16060
14336,12077
14337,5294
14338,68816
14339,50318
14340,28285
14341,24936
14342,13479
14343,4663
14344,26566
14345,34018
14346,10941
14347,34963
14348,8766
14349,8357
14350,14783
14351,8851
14352,15831
14353,35973
14354,48184
14355,23567
14356,15416
14357,13666
14358,36192
14359,5538
14360,26629
14361,14027
14362,6263
14363,11109
14364,47450
14365,33513
14366,8968
14367,21525
14368,40923
14369,33973
14370,30729
14371,39787
14372,17530
14373,20066
14374,21136
14375,8550
14376,27135
14377,24161
14378,18192
14379,19659
14380,9160
14381,32700
14382,39227
14383,6624
14384,4621
14385,26145
14386,13718
14387,17397
14388,33464
14389,27600
14390,17001
14391,49403
14392,9728
14393,3670
14394,9776
14395,29897
14396,29897
14397,27510
14398,5224
14399,40401
14400,13703
14401,44662
14402,51786
14403,28864
14404,41408
14405,16164
14406,17720
14407,17554
14408,44433
14409,32188
14410,40891
