,0
4562,55203
4563,9247
4564,13066
4565,14666
4566,13395
4567,14209
4568,7841
4569,30744
4570,18527
4571,32056
4572,34532
4573,11104
4574,33375
4575,26254
4576,32622
4577,31669
4578,5018
4579,9447
4580,33071
4581,46234
4582,30488
4583,30560
4584,52446
4585,48874
4586,3323
4587,26689
4588,32250
4589,10806
4590,26603
4591,44199
4592,17986
4593,46539
4594,43954
4595,46361
4596,7811
4597,21418
4598,35546
4599,6625
4600,41657
4601,31815
4602,40497
4603,58822
4604,35450
4605,22837
4606,7631
4607,17292
4608,6398
4609,43547
4610,5691
4611,18947
4612,17429
4613,47530
4614,21852
4615,14069
4616,13927
4617,41679
4618,8749
4619,8678
4620,4058
4621,5706
4622,26715
4623,14410
4624,47582
4625,35912
4626,16557
4627,44236
4628,18251
4629,18983
4630,21587
4631,17474
4632,21419
4633,67899
4634,22783
4635,16915
4636,39400
4637,42103
4638,10677
4639,47584
4640,16898
4641,9137
4642,3974
4643,27489
4644,22213
4645,29380
4646,69322
4647,12598
4648,19821
4649,20847
4650,48815
4651,69056
4652,19518
4653,13923
4654,39611
4655,15548
4656,20075
4657,11233
4658,24307
4659,6377
4660,20285
4661,36880
4662,24488
4663,17295
4664,33289
4665,8695
4666,24648
4667,16522
4668,8004
4669,16998
4670,30122
4671,14465
4672,35981
4673,36153
4674,9343
4675,31181
4676,50631
4677,36783
4678,16971
4679,44446
4680,27940
4681,35991
4682,26458
4683,69935
4684,41849
4685,42990
4686,3055
4687,16847
4688,21823
4689,26732
4690,21463
4691,11112
4692,22070
4693,16660
4694,34087
4695,17818
4696,6758
4697,18972
4698,10957
4699,47443
4700,19920
4701,12261
4702,28175
4703,7543
4704,31234
4705,24511
4706,71460
4707,49464
4708,34145
4709,29458
4710,15155
4711,48735
4712,13735
4713,27828
4714,22147
4715,13457
4716,69901
4717,19964
4718,20767
4719,6275
4720,18986
4721,48987
4722,25322
4723,34648
4724,20253
4725,21312
4726,16222
4727,33419
4728,40760
4729,19014
4730,5589
4731,17849
4732,15179
4733,18905
4734,12454
4735,42464
4736,13951
4737,29542
4738,35092
4739,25228
4740,16939
4741,33996
4742,28368
4743,20542
4744,30373
4745,32736
4746,54766
4747,10827
4748,15335
4749,40386
4750,18774
4751,24319
4752,20356
4753,19693
4754,5273
4755,22527
4756,4268
4757,5909
4758,9392
4759,29349
4760,18302
4761,27577
4762,36515
4763,34847
4764,55663
4765,22413
4766,46454
4767,14756
4768,36939
4769,14681
4770,23075
4771,21350
4772,15087
4773,19140
4774,19696
4775,26713
4776,5503
4777,10436
4778,5083
4779,6164
4780,31388
4781,10405
4782,32736
4783,24982
4784,27145
4785,11984
4786,20291
4787,33602
4788,33989
4789,21936
4790,19070
4791,52896
4792,8820
4793,46834
4794,4716
4795,16388
4796,15702
4797,4990
4798,4836
4799,37452
4800,46880
4801,23618
4802,4947
4803,16251
4804,16289
4805,6048
4806,35744
4807,15384
4808,9902
4809,9681
4810,49806
4811,18823
4812,43487
4813,11245
4814,4832
4815,5629
4816,12454
4817,28350
4818,40888
4819,19745
4820,21120
4821,7474
4822,29331
4823,28281
4824,33861
4825,44381
4826,23262
4827,13681
4828,32504
4829,22505
4830,34234
4831,36282
4832,6817
4833,22461
4834,34092
4835,37642
4836,44281
4837,49732
4838,32280
4839,12727
4840,16466
4841,46728
4842,21840
4843,10287
4844,18762
4845,19104
4846,12075
4847,32956
4848,16480
4849,45778
4850,34375
4851,15086
4852,34259
4853,6222
4854,10888
4855,6629
4856,17932
4857,19420
4858,8556
4859,32617
4860,21638
4861,27307
4862,16140
4863,20049
4864,19314
4865,49262
4866,23574
4867,24536
4868,30060
4869,44264
4870,34318
4871,42954
4872,47835
4873,46976
4874,58168
4875,24825
4876,33895
4877,15721
4878,22372
4879,28066
4880,8609
4881,31316
4882,30481
4883,21006
4884,5779
4885,4857
4886,37379
4887,34917
4888,13377
4889,7190
4890,17685
4891,38206
4892,9310
4893,29317
4894,28659
4895,46529
4896,34350
4897,44410
4898,31303
4899,44541
4900,7725
4901,37626
4902,49236
4903,18119
4904,26567
4905,27741
4906,31204
4907,12419
4908,3410
4909,9701
4910,15891
4911,10916
4912,31217
4913,26891
4914,36928
4915,2398
4916,13880
4917,50110
4918,5421
4919,18557
4920,19680
4921,35377
4922,8623
4923,42971
4924,18371
4925,56908
4926,12770
4927,69805
4928,46932
4929,22157
4930,4993
4931,9937
4932,39962
4933,10370
4934,49733
4935,36705
4936,21354
4937,5972
4938,29076
4939,16794
4940,36042
4941,16393
4942,45883
4943,9292
4944,18518
4945,86576
4946,28591
4947,22268
4948,33787
4949,47888
4950,6738
4951,71289
4952,43004
4953,30262
4954,31658
4955,31410
4956,5186
4957,22838
4958,46563
4959,34267
4960,35544
4961,14460
4962,39055
4963,37310
4964,41147
4965,31384
4966,55586
4967,34118
4968,43796
4969,43796
4970,32271
4971,22323
4972,34145
4973,11960
4974,5805
4975,34244
4976,32545
4977,45603
4978,48876
4979,34201
4980,31127
4981,32388
4982,43937
4983,36204
4984,40541
4985,14042
4986,17129
4987,11573
4988,26072
4989,33530
4990,35478
4991,27678
4992,45734
4993,29895
4994,10738
4995,28999
4996,33410
4997,9802
4998,40855
4999,20052
5000,48669
5001,56142
5002,32606
5003,38017
5004,37012
5005,14742
5006,26472
5007,41657
5008,68612
5009,19985
5010,10659
5011,25409
5012,4763
5013,32971
5014,18744
5015,22867
5016,12056
5017,34342
5018,13070
5019,13070
5020,14751
5021,25573
5022,31932
5023,46837
5024,33733
5025,13130
5026,58795
5027,15662
5028,33459
5029,36160
5030,35096
5031,29565
5032,16247
5033,6197
5034,33478
5035,40107
5036,44345
5037,25656
5038,57986
5039,30362
5040,34770
5041,21964
5042,20216
5043,18535
5044,22305
5045,67292
5046,23694
5047,42849
5048,7753
5049,4786
5050,36031
5051,7746
5052,8265
5053,33566
5054,49573
5055,11092
5056,9946
5057,31308
5058,28569
5059,34470
5060,34248
5061,19456
5062,39260
5063,41009
5064,21705
5065,32790
5066,20037
5067,69161
5068,25706
5069,14982
5070,25589
5071,17908
5072,33665
5073,16950
5074,15641
5075,6425
5076,5164
5077,26741
5078,21163
5079,40773
5080,40686
5081,10215
5082,24233
5083,19025
5084,31891
5085,26503
5086,22055
5087,33046
5088,28679
5089,19952
5090,25553
5091,24844
5092,36529
5093,49169
5094,32604
5095,8370
5096,22454
5097,20436
5098,15139
5099,35918
5100,22786
5101,31912
5102,25607
5103,16109
5104,10174
5105,13999
5106,10381
5107,13950
5108,27960
5109,14888
5110,7396
5111,38824
5112,8273
5113,42964
5114,9543
5115,36886
5116,5749
5117,19771
5118,31051
5119,29303
5120,36826
5121,7241
5122,18690
5123,27159
5124,35450
5125,33710
5126,25643
5127,45959
5128,37491
5129,16069
5130,37468
5131,71489
5132,31995
5133,26845
5134,43687
5135,44418
5136,20661
5137,6762
5138,5633
5139,9304
5140,23464
5141,41985
5142,4626
5143,34266
5144,41261
5145,22700
5146,15580
5147,36515
5148,50360
5149,36776
5150,8831
5151,28943
5152,42800
5153,18141
5154,14270
5155,35844
5156,22003
5157,16632
5158,15271
5159,34075
5160,4745
5161,6824
5162,16176
5163,13303
5164,34340
5165,36248
5166,25415
5167,33809
5168,17440
5169,41268
5170,33468
5171,32969
5172,10343
5173,18419
5174,38267
5175,24094
5176,38267
5177,40438
5178,52639
5179,29172
5180,15797
5181,15389
5182,22468
5183,17015
5184,46400
5185,26993
5186,35744
5187,4633
5188,22842
5189,8972
5190,15025
5191,4956
5192,21505
5193,19578
5194,35223
5195,15185
5196,13181
5197,34267
5198,32988
5199,7895
5200,24642
5201,8116
5202,25670
5203,27227
5204,46228
5205,42684
5206,20768
5207,30940
5208,44473
5209,5441
5210,6015
5211,28325
5212,34006
5213,13731
5214,26083
5215,33955
5216,17284
5217,28310
5218,45829
5219,31262
5220,57114
5221,23777
5222,45853
5223,34258
5224,37160
5225,21919
5226,46872
5227,20402
5228,55713
5229,46073
5230,34995
5231,28966
5232,22599
5233,11018
5234,5544
5235,4848
5236,40418
5237,48555
5238,24086
5239,6264
5240,13904
5241,30694
5242,22929
5243,69241
5244,34011
5245,46904
5246,30351
5247,25993
5248,29103
5249,34210
5250,18000
5251,11367
5252,32976
5253,35969
5254,9603
5255,35203
5256,6581
5257,22641
5258,12507
5259,33726
5260,29256
5261,26646
5262,34032
5263,23292
5264,16699
5265,47621
5266,45293
5267,17986
5268,32081
5269,44377
5270,41384
5271,33218
5272,69650
5273,52960
5274,14136
5275,33514
5276,19783
5277,24489
5278,33823
5279,16665
5280,23245
5281,11936
5282,25356
5283,30189
5284,3413
5285,13265
5286,18865
5287,39200
5288,36863
5289,7774
5290,32656
5291,32918
5292,34757
5293,34025
5294,18630
5295,14137
5296,4111
5297,29624
5298,41702
5299,20152
5300,39639
5301,25038
5302,20026
5303,12716
5304,13005
5305,3945
5306,20385
5307,9878
5308,42978
5309,45015
5310,25646
5311,35087
5312,38402
5313,68881
5314,37612
5315,12083
5316,16885
5317,32652
5318,33137
5319,36368
5320,28348
5321,18868
5322,29492
5323,16837
5324,41635
5325,4089
5326,7878
5327,37159
5328,8048
5329,9710
5330,15162
5331,9377
5332,54888
5333,28544
5334,35361
5335,28519
5336,16820
5337,9047
5338,42891
5339,23816
5340,23297
5341,23297
5342,19050
5343,22237
5344,15927
5345,34670
5346,40692
5347,24521
5348,24521
5349,11672
5350,45866
5351,21376
5352,17150
5353,12498
5354,7479
5355,47696
5356,25532
5357,26305
5358,34408
5359,36363
5360,33581
5361,42998
5362,41577
5363,33095
5364,10261
5365,31558
5366,35655
5367,31476
5368,21691
5369,21691
5370,40514
5371,48589
5372,33999
5373,13558
5374,53587
5375,16822
5376,6965
5377,35438
5378,33298
5379,31808
5380,44752
5381,27897
5382,41128
5383,43246
5384,21208
5385,32321
5386,6577
5387,24567
5388,16591
5389,7908
5390,9820
5391,6762
5392,9230
5393,20510
5394,32223
5395,29831
5396,24547
5397,50133
5398,19986
5399,29782
5400,25652
5401,22511
5402,21917
5403,30768
5404,32083
5405,26723
5406,19733
5407,7296
5408,20490
5409,29990
5410,18788
5411,38549
5412,42986
5413,47910
5414,29293
5415,9696
5416,13229
5417,24207
5418,7314
5419,45262
5420,46613
5421,5140
5422,37933
5423,23498
5424,17008
5425,42676
5426,24456
5427,34610
5428,24712
5429,28666
5430,3501
5431,32266
5432,35146
5433,34202
5434,49858
5435,17926
5436,15581
5437,15581
5438,48735
5439,32588
5440,18745
5441,37416
5442,23156
5443,47087
5444,6278
5445,34259
5446,12820
5447,41313
5448,28352
5449,44041
5450,35627
5451,37957
5452,34990
5453,13027
5454,11689
5455,49094
5456,33249
5457,23811
5458,9076
5459,35728
5460,15373
5461,38810
5462,69440
5463,23851
5464,16950
5465,16083
5466,28637
5467,29376
5468,10132
5469,31974
5470,46883
5471,35724
5472,25720
5473,32402
5474,49944
5475,5955
5476,23458
5477,53701
5478,44918
5479,28289
5480,34122
5481,33186
5482,17335
5483,43491
5484,3400
5485,14033
5486,33746
5487,60981
5488,24131
5489,40567
5490,43933
5491,44156
5492,5510
5493,15800
5494,23829
5495,39450
5496,27938
5497,42812
5498,30874
5499,9306
5500,23375
5501,26451
5502,26143
5503,17955
5504,43717
5505,34869
5506,24728
5507,34406
5508,26693
5509,31153
5510,11935
5511,29707
5512,29794
5513,21852
5514,13606
5515,10673
5516,41424
5517,43527
5518,18731
5519,22638
5520,33520
5521,8678
5522,13935
5523,30023
5524,30381
5525,28667
5526,10118
5527,29130
5528,29790
5529,17781
5530,13556
5531,5382
5532,16513
5533,16435
5534,47841
5535,16810
5536,37262
5537,23398
5538,32912
5539,25969
5540,49868
5541,12729
5542,19026
5543,9899
5544,17769
5545,19937
5546,28636
5547,26025
5548,29426
5549,35402
5550,15452
5551,19248
5552,35788
5553,34847
5554,35105
5555,20742
5556,32462
5557,71305
5558,17790
5559,16867
5560,30576
5561,33806
5562,58499
5563,21077
5564,50705
5565,19396
5566,28544
5567,22915
5568,18079
5569,19011
5570,19435
5571,31624
5572,18437
5573,19224
5574,49670
5575,47128
5576,32318
5577,15405
5578,28192
5579,28545
5580,6881
5581,27921
5582,41940
5583,28693
5584,15374
5585,27459
5586,13165
5587,32167
5588,34090
5589,62581
5590,22392
5591,37000
5592,5210
5593,16338
5594,12987
5595,21312
5596,29579
5597,29655
5598,4078
5599,16125
5600,10344
5601,12931
5602,22917
5603,30406
5604,21065
5605,10640
5606,33800
5607,37928
5608,45318
5609,52224
5610,25329
5611,13622
5612,29011
5613,16824
5614,21110
5615,13493
5616,8002
5617,48349
5618,36581
5619,46003
5620,19521
5621,58964
5622,33960
5623,39633
5624,23338
5625,10643
5626,40794
5627,21372
5628,34048
5629,21473
5630,9254
5631,21506
5632,10937
5633,12364
5634,12045
5635,14498
5636,22163
5637,31752
5638,46828
5639,69629
5640,37827
5641,28277
5642,20948
5643,28461
5644,22514
5645,9126
5646,69332
5647,23637
5648,22690
5649,22077
5650,34749
5651,31245
5652,6401
5653,36103
5654,41976
5655,34985
5656,35035
5657,28708
5658,33204
5659,43955
5660,34592
5661,20630
5662,9445
5663,3903
5664,16668
5665,9681
5666,47463
5667,17507
5668,9721
5669,8357
5670,44174
5671,39168
5672,59495
5673,29847
5674,28548
5675,25970
5676,33790
5677,24957
5678,36641
5679,32479
5680,44353
5681,16281
5682,32479
5683,23332
5684,15670
5685,13699
5686,19357
5687,38565
5688,13556
5689,13556
5690,28485
5691,34358
5692,45295
5693,27775
5694,21995
5695,37285
5696,14910
5697,17886
5698,42602
5699,22209
5700,32413
5701,69785
5702,9674
5703,31852
5704,37026
5705,24144
5706,24986
5707,19536
5708,29731
5709,36145
5710,15190
5711,28554
5712,4451
5713,2089
5714,32003
5715,10496
5716,10203
5717,21036
5718,28769
5719,16655
5720,36610
5721,16453
5722,42873
5723,7073
5724,28173
5725,20852
5726,32078
5727,46121
5728,34620
5729,30658
5730,34370
5731,16266
5732,24095
5733,22066
5734,16078
5735,22362
5736,5429
5737,38017
5738,29180
5739,54937
5740,36263
5741,25455
5742,5855
5743,11999
5744,37966
5745,9152
5746,33195
5747,26345
5748,38452
5749,19381
5750,34523
5751,11207
5752,19897
5753,22885
5754,16604
5755,23325
5756,22789
5757,18723
5758,15002
5759,35720
5760,21478
5761,22783
5762,23214
5763,27161
5764,27872
5765,5052
5766,18317
5767,7724
5768,45968
5769,57428
5770,32511
5771,14557
5772,22094
5773,28624
5774,22012
5775,19249
5776,14591
5777,15324
5778,45716
5779,21513
5780,22243
5781,41323
5782,30477
5783,20953
5784,44139
5785,5812
5786,13936
5787,52690
5788,28593
5789,14336
5790,33804
5791,33804
5792,35562
5793,33627
5794,33318
5795,5273
5796,35000
5797,34708
5798,8029
5799,28280
5800,16812
5801,48140
5802,21691
5803,25771
5804,69589
5805,35732
5806,39080
5807,47763
5808,26542
5809,48431
5810,18152
5811,25964
5812,32564
5813,24877
5814,37098
5815,58948
5816,28335
5817,28373
5818,49701
5819,39819
5820,39819
5821,18287
5822,13881
5823,13749
5824,9910
5825,21544
5826,23820
5827,33633
5828,8170
5829,17655
5830,68532
5831,18564
5832,34614
5833,22668
5834,50158
5835,9699
5836,21606
5837,8378
5838,13560
5839,47323
5840,6979
5841,35999
5842,46562
5843,4149
5844,34469
5845,18082
5846,6252
5847,34687
5848,19806
5849,8655
5850,30027
5851,27021
5852,16083
5853,16083
5854,33941
5855,33941
5856,21104
5857,39741
5858,32922
5859,37644
5860,6792
5861,7351
5862,25456
5863,35947
5864,33463
5865,20122
5866,10914
5867,17081
5868,20109
5869,31101
5870,33937
5871,9686
5872,10154
5873,21882
5874,13234
5875,69083
5876,34147
5877,45038
5878,31130
5879,32134
5880,3721
5881,34349
5882,29158
5883,34678
5884,41807
5885,45695
5886,13156
5887,14208
5888,10337
5889,34011
5890,4965
5891,33450
5892,35908
5893,56820
5894,8864
5895,23240
5896,4486
5897,25588
5898,32342
5899,36181
5900,42326
5901,31435
5902,47473
5903,51356
5904,25819
5905,17784
5906,9513
5907,9267
5908,7598
5909,33104
5910,45875
5911,8837
5912,15139
5913,18638
5914,39185
5915,25374
5916,47483
5917,4504
5918,15710
5919,25231
5920,27977
5921,51022
5922,16596
5923,6689
5924,47938
5925,12471
5926,9249
5927,36091
5928,21226
5929,21658
5930,8935
5931,28622
5932,48590
5933,7180
5934,42937
5935,57378
5936,37837
5937,24235
5938,7589
5939,56492
5940,6280
5941,19574
5942,33515
5943,25583
5944,10815
5945,21960
5946,42708
5947,17350
5948,17856
5949,22174
5950,7947
5951,29488
5952,14590
5953,16355
5954,17095
5955,29691
5956,33919
5957,5892
5958,4843
5959,5935
5960,44023
5961,43964
5962,96394
5963,37750
5964,31780
5965,5414
5966,4803
5967,21196
5968,22184
5969,16971
5970,19172
5971,26299
5972,4989
5973,34181
5974,18320
5975,13670
5976,26066
5977,18128
5978,16170
5979,35096
5980,5429
5981,15115
5982,9442
5983,24745
5984,10821
5985,17733
5986,39189
5987,20744
5988,7644
5989,30131
5990,22911
5991,34709
5992,18137
5993,16272
5994,23731
5995,5393
5996,47791
5997,25781
5998,5371
5999,25487
6000,39384
6001,9218
6002,44195
6003,26080
6004,30608
6005,20908
6006,3092
6007,40233
6008,23978
6009,14593
6010,6067
6011,15447
6012,4223
6013,40888
6014,18282
6015,30623
6016,48757
6017,20102
6018,7163
6019,17280
6020,10640
6021,20526
6022,36144
6023,4396
6024,33501
6025,38291
6026,42631
6027,17378
6028,24173
6029,32542
6030,39214
6031,19723
6032,17493
6033,24697
6034,47155
6035,33143
6036,10405
6037,20881
6038,11742
6039,30626
6040,30464
6041,8659
6042,9932
6043,45343
6044,24037
6045,69850
6046,34436
6047,33727
6048,31647
6049,46193
6050,33534
6051,37276
6052,37957
6053,18947
6054,26576
6055,5829
6056,32626
6057,10680
6058,23936
6059,7452
6060,46735
6061,32471
6062,10882
6063,31124
6064,20079
6065,42702
6066,13628
6067,48976
6068,48976
6069,5729
6070,20274
6071,12434
6072,38535
6073,45886
6074,32098
6075,5725
6076,26443
6077,20014
6078,21434
6079,21902
6080,37493
6081,14966
6082,34544
6083,8223
6084,20043
6085,17685
6086,6652
6087,50174
6088,24455
6089,17628
6090,11573
6091,38842
6092,14718
6093,29847
6094,39344
6095,11372
6096,32185
6097,48870
6098,25430
6099,29703
6100,31038
6101,48680
6102,19471
6103,15932
6104,4748
6105,31601
6106,36257
6107,9196
6108,44684
6109,7006
6110,6890
6111,29574
6112,15105
6113,46247
6114,32731
6115,19951
6116,33710
6117,24622
6118,26366
6119,47477
6120,5568
6121,21290
6122,14284
6123,17396
6124,33443
6125,27705
6126,16526
6127,40742
6128,19395
6129,2178
6130,46528
6131,6544
6132,5292
6133,22118
6134,7510
6135,35549
6136,14191
6137,46291
6138,19195
6139,44117
6140,15616
6141,17589
6142,9050
6143,28412
6144,36123
6145,41349
6146,10965
6147,33730
6148,30709
6149,14832
6150,20798
6151,21434
6152,35691
6153,21531
6154,21356
6155,10092
6156,26623
6157,26345
6158,6003
6159,34156
6160,19838
6161,13689
6162,28554
6163,9310
6164,28522
6165,32989
6166,17808
6167,17749
6168,14142
6169,47258
6170,28129
6171,34244
6172,7223
6173,49993
6174,8038
6175,34116
6176,27007
6177,33946
6178,36382
6179,10590
6180,17989
6181,4954
6182,17703
6183,25283
6184,107258
6185,51893
6186,26819
6187,44027
6188,45956
6189,50755
6190,45634
6191,52877
6192,17978
6193,24094
6194,28603
6195,7074
6196,20955
6197,36937
6198,47682
6199,53860
6200,33158
6201,13157
6202,23059
6203,9141
6204,9130
6205,50811
6206,46401
6207,46400
6208,10595
6209,20588
6210,30686
6211,27610
6212,36957
6213,24199
6214,41405
6215,13772
6216,6001
6217,17225
6218,22598
6219,4288
6220,8625
6221,42229
6222,15548
6223,40855
6224,10833
6225,4759
6226,6223
6227,9022
6228,13476
6229,40957
6230,31892
6231,15889
6232,40787
6233,12963
6234,26106
6235,26343
6236,27478
6237,22295
6238,48739
6239,23154
6240,35158
6241,40552
6242,21535
6243,15561
6244,28449
6245,10276
6246,37432
6247,18638
6248,21359
6249,43824
6250,25726
6251,18075
6252,34970
6253,18152
6254,32539
6255,34175
6256,10911
6257,21484
6258,41291
6259,24141
6260,5515
6261,40609
6262,38618
6263,22892
6264,4786
6265,3930
6266,21721
6267,12933
6268,50092
6269,18433
6270,23710
6271,27884
6272,31810
6273,34702
6274,6091
6275,17121
6276,34266
6277,28418
6278,17618
6279,34620
6280,20830
6281,32468
6282,8946
6283,32734
6284,33108
6285,7485
6286,13998
6287,7369
6288,12219
6289,39718
6290,5700
6291,35746
6292,5685
6293,42442
6294,46857
6295,26763
6296,10866
6297,5600
6298,43883
6299,32569
6300,17856
6301,25177
6302,20813
6303,26685
6304,41777
6305,26881
6306,7925
6307,22700
6308,15895
6309,7627
6310,19668
6311,18823
6312,24719
6313,44931
6314,56425
6315,5400
6316,34937
6317,4309
6318,8923
6319,13266
6320,32373
6321,35954
6322,46820
6323,18117
6324,9208
6325,35825
6326,48807
6327,13958
6328,25721
6329,33855
6330,38473
6331,35475
6332,32962
6333,19592
6334,24344
6335,2498
6336,18566
6337,46110
6338,14320
6339,57207
6340,22951
6341,40601
6342,25983
6343,55417
6344,10295
6345,7768
6346,48390
6347,32612
6348,19328
6349,39268
6350,17307
6351,21536
6352,29532
6353,35568
6354,30949
6355,9745
6356,7521
6357,3136
6358,29203
6359,17399
6360,33097
6361,22055
6362,40915
6363,42078
6364,3214
6365,33027
6366,6607
6367,24755
6368,34933
6369,26505
6370,23345
6371,46066
6372,33863
6373,16991
6374,9295
6375,2684
6376,17020
6377,17867
6378,23177
6379,22989
6380,17295
6381,48821
6382,45149
6383,36570
6384,44424
6385,5012
6386,26364
6387,32030
6388,44681
6389,46654
6390,22650
6391,29588
6392,22060
6393,11054
6394,48969
6395,21140
6396,34948
6397,22342
6398,22847
6399,8077
6400,40518
6401,31282
6402,18789
6403,3654
6404,31539
6405,27791
6406,44688
6407,10405
6408,4899
6409,33204
6410,38846
6411,22564
6412,9462
6413,32036
6414,18634
6415,18068
6416,44809
6417,38146
6418,12353
6419,16078
6420,40807
6421,41056
6422,18651
6423,40712
6424,17320
6425,26487
6426,48806
6427,25145
6428,13067
6429,9571
6430,19348
6431,23305
6432,21825
6433,4352
6434,27885
6435,48212
6436,51592
6437,35762
6438,29334
6439,18647
6440,4873
6441,4873
6442,27240
6443,23051
6444,11671
6445,28497
6446,62575
6447,17579
6448,56344
6449,14913
6450,16229
6451,43862
6452,24263
6453,29631
6454,22125
6455,47255
6456,13703
6457,26101
6458,29049
6459,11261
6460,5405
6461,4081
6462,32473
6463,23753
6464,14433
6465,18232
6466,8091
6467,8091
6468,34181
6469,35979
6470,33755
6471,35480
6472,13850
6473,26810
6474,17772
6475,8040
6476,46963
6477,30596
6478,4874
6479,35088
6480,14247
6481,5181
6482,9716
6483,35259
6484,19963
6485,27348
6486,10154
6487,19745
6488,7699
6489,24612
6490,18074
6491,48117
6492,28714
6493,18812
6494,44893
6495,16095
6496,23898
6497,13519
6498,25983
6499,44117
6500,5260
6501,27766
6502,11370
6503,9257
6504,18366
6505,68911
6506,34096
6507,30351
6508,31611
6509,45258
6510,28561
6511,22415
6512,11252
6513,31822
6514,33868
6515,51414
6516,8777
6517,35686
6518,17035
6519,32274
6520,17041
6521,39530
6522,49351
6523,33286
6524,30885
6525,2630
6526,17808
6527,46992
6528,49723
6529,20918
6530,20918
6531,39399
6532,46550
6533,28314
6534,7017
6535,8338
6536,30303
6537,43566
6538,31410
6539,18420
6540,43721
6541,21977
6542,17424
6543,45969
6544,18208
6545,32970
6546,30636
6547,32761
6548,30844
6549,7807
6550,34653
6551,4352
6552,20676
6553,22410
6554,26434
6555,19363
6556,21352
6557,9278
6558,41267
6559,42153
6560,8523
6561,30139
6562,22608
6563,4979
6564,45835
6565,61308
6566,27335
6567,14822
6568,5636
6569,34869
6570,33664
6571,8329
6572,19351
6573,23068
6574,23727
6575,35338
6576,29058
6577,15274
6578,19434
6579,28531
6580,45615
6581,42088
6582,34654
6583,48571
6584,47869
6585,42621
6586,39402
6587,49320
6588,14127
6589,7664
6590,38247
6591,21722
6592,52440
6593,49130
6594,6230
6595,24231
6596,35877
6597,59195
6598,42042
6599,8916
6600,14460
6601,44397
6602,6897
6603,9610
6604,37950
6605,18779
6606,20225
6607,9342
6608,25307
6609,12126
6610,48643
6611,18127
6612,37260
6613,18000
6614,46322
6615,45595
6616,14192
6617,23171
6618,69060
6619,43037
6620,9113
6621,29511
6622,16224
6623,34851
6624,26096
6625,33788
6626,23549
6627,66016
6628,29041
6629,29041
6630,23321
6631,57136
6632,4482
6633,23619
6634,13942
6635,13328
6636,24994
6637,36590
6638,34202
6639,32004
6640,18679
6641,5865
6642,32822
6643,17634
6644,53012
6645,19987
6646,37004
6647,46164
6648,22369
6649,26026
6650,54648
6651,46164
6652,16421
6653,20690
6654,16174
6655,25870
6656,9388
6657,14432
6658,26290
6659,11162
6660,18646
6661,35315
6662,45413
6663,17793
6664,11919
6665,27084
6666,22724
6667,16202
6668,51264
6669,42838
6670,17308
6671,14304
6672,9170
6673,8022
6674,35465
6675,9369
6676,22854
6677,21164
6678,31117
6679,32285
6680,45120
6681,21450
6682,3551
6683,17226
6684,15586
6685,20050
6686,40583
6687,14177
6688,34104
6689,14365
6690,51416
6691,37354
6692,12418
6693,31033
6694,39415
6695,22863
6696,33570
6697,17254
6698,19759
6699,28550
6700,17360
6701,46450
6702,36757
6703,29023
6704,17702
6705,26730
6706,21193
6707,7788
6708,42713
6709,16010
6710,29850
6711,35319
6712,8113
6713,48598
6714,26328
6715,34283
6716,26947
6717,15400
6718,36025
6719,46541
6720,20644
6721,45288
6722,48275
6723,33242
6724,41361
6725,31088
6726,31088
6727,34008
6728,26444
6729,29309
6730,20741
6731,23256
6732,9330
6733,8767
6734,31902
6735,18217
6736,29784
6737,31275
6738,33479
6739,34506
6740,43678
6741,33000
6742,45789
6743,35059
6744,21721
6745,36912
6746,46757
6747,47333
6748,37927
6749,10399
6750,37384
6751,26300
6752,8789
6753,23101
6754,34559
6755,25786
6756,51634
6757,23223
6758,37486
6759,31226
6760,8737
6761,16914
6762,19347
6763,10309
6764,19140
6765,27408
6766,6473
6767,33994
6768,45498
6769,10163
6770,43941
6771,32939
6772,24052
6773,19628
6774,22831
6775,22975
6776,17774
6777,26949
6778,29695
6779,45955
6780,26990
6781,13072
6782,45928
6783,8610
6784,32783
6785,20932
6786,54765
6787,18571
6788,43537
6789,12495
6790,23688
6791,27130
6792,31810
6793,39595
6794,31417
6795,24087
6796,40568
6797,10326
6798,37114
6799,17529
6800,23163
6801,15812
6802,28254
6803,27843
6804,11229
6805,28550
6806,11474
6807,19146
6808,49313
6809,19378
6810,21819
6811,8728
6812,39093
6813,35456
6814,49515
6815,49515
6816,3649
6817,35187
6818,9769
6819,15944
6820,8892
6821,37131
6822,60710
6823,31018
6824,28063
6825,13403
6826,17022
6827,23060
6828,17212
6829,9937
6830,23243
6831,37825
6832,49908
6833,35850
6834,14105
6835,15904
6836,10370
6837,35025
6838,37628
6839,12798
6840,45064
6841,53473
6842,46852
6843,38976
6844,22982
6845,51449
6846,8805
6847,39151
6848,26826
6849,9508
6850,42519
6851,55371
6852,13411
6853,18142
6854,22818
6855,14872
6856,38587
6857,26148
6858,37992
6859,46484
6860,29236
6861,31614
6862,44162
6863,44688
6864,49943
6865,4097
6866,12192
6867,19001
6868,16811
6869,21447
6870,7269
6871,14519
6872,10351
6873,19806
6874,9213
6875,45947
6876,16902
6877,28969
6878,6095
6879,4355
6880,36166
6881,21992
6882,18260
6883,21455
6884,31198
6885,31198
6886,5214
6887,23291
6888,33318
6889,18019
6890,22047
6891,23634
6892,38520
6893,49412
